title,company,location,salary,job_url,description
Chuyên viên Mô hình và Phân tích nâng cao - Data Scientist - Modeling and Advanced Analytics - Khối Dữ liệu (HOLT.07),Ngân Hàng TMCP Quân Đội,Hà Nội,Cạnh tranh,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-mo-hinh-va-phan-tich-nang-cao-data-scientist-modeling-and-advanced-analytics-khoi-du-lieu-holt-07.35C46030.html,"Mô tả Công việc
        
	Phát triển các mô hình tín dụng (Mô hình điểm tín dụng, mô hình phân bổ hạn mức, Cảnh báo sớm…) và các mô hình, phân tích hỗ trợ quyết định khác
	Xây dựng các mô hình kinh doanh (Mô hình dự đoán khả năng mua hàng, mô hình dự báo khách hàng rời bỏ và mô hình bán chéo/tăng doanh số…) nhằm hỗ trợ chiến lược thu hút và giữ chân khách hàng
	Làm việc với các bộ dữ liệu lớn để khai thác thông tin và chuẩn bị dữ liệu sạch, có cấu trúc cho việc xây dựng mô hình
	Hợp tác với các thành viên trong nhóm để áp dụng các kỹ thuật máy học và các thực hành tốt nhất
	Đóng góp vào các dự án nghiên cứu sáng tạo, hợp tác với một trong những trường đại học hàng đầu thế giới nhằm khám phá các kỹ thuật mô hình mới."
Data Scientist / Analysts Intern,Công Ty TNHH Map Pacific Singapore,Đồng Nai,Cạnh tranh,https://careerviet.vn/vi/tim-viec-lam/data-scientist-analysts-intern.35C50F18.html,"Mô tả Công việc
        - Tham gia vào các dự án thực tế của Công ty- Tham gia trực tiếp vào việc thu thập, xử lý và làm sạch dữ liệu, đồng bộ dữ liệu với các phòng ban liên quan.- Quản lý và duy trì dữ liệu tập trung, đặc biệt với việc xác thực và tích hợp dữ liệu từ nhiều bảng tính và hệ thống như Odoo, SAP để tối ưu hoá vận hành.- Triển khai quản trị dữ liệu sẽ bao gồm các tiêu chuẩn dữ liệu và kiểm tra dữ liệu để đảm bảo hệ thống cung cấp các số liệu hiệu suất chính xác- Triển khai các công cụ Business intelligence như Power BI (ưu tiên), Tableau; SQL và Python hoặc các công cụ tương tự để thực hiện phân tích dữ liệu và tạo các báo cáo, biểu đồ.- Xác định các cơ hội tiềm năng để cải thiện báo cáo hàng tháng, lập mô hình phân tích hoạt động & bảng thông tin công cụ BI để hỗ trợ việc ra quyết định quản lý- Tham gia trực tiếp tạo, duy trì báo cáo và dashboard chức năng.- Các yêu cầu khác (bao gồm admin) được giao từ cấp quản lý trực tiếp."
Chuyên viên Công nghệ Dữ liệu - Data Engineer/ Devops Engineer/ Data Scientist - Khối Dữ liệu (HO25.242),Ngân Hàng TMCP Quân Đội,Hà Nội,Cạnh tranh,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-cong-nghe-du-lieu-data-engineer-devops-engineer-data-scientist-khoi-du-lieu-ho25-242.35C4A1EE.html,"Mô tả Công việc
        
	Thực hiện công tác xây dựng, triển khai và vận hành các mô hình dữ liệu trên các nền tảng on-prem hoặc cloud
	Triển khai các dịch vụ, công cụ phục vụ các team Data Science trong việc nghiên cứu và xây dựng mô hình
	Thực hiện thu thập và cung cấp thông tin phục vụ xây dựng kho lưu trữ dữ liệu đặc điểm làm nguồn đầu vào cho các mô hình phân tích dữ liệu kinh doanh
	Phối hợp với nội bộ Khối Dữ liệu và Khối CNTT nhằm đưa ra các giải pháp tối ưu cải thiện quá trình phát triển và triển khai mô hình"
Chuyên viên Phát triển khoa học dữ liệu - Data Scientist - Khối Công nghệ thông tin (HO25.290),Ngân Hàng TMCP Quân Đội,Hà Nội,Cạnh tranh,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-phat-trien-khoa-hoc-du-lieu-data-scientist-khoi-cong-nghe-thong-tin-ho25-290.35C4E52C.html,"Mô tả Công việc
        
	Phân tích và khai thác dữ liệu: Thu thập, làm sạch và xử lý dữ liệu từ nhiều nguồn khác nhau để phục vụ phân tích.
	Phát hiện xu hướng và đưa ra dự báo: Sử dụng các phương pháp phân tích để nhận diện các mô hình và xu hướng trong dữ liệu.
	Quản lý rủi ro và gian lận: Hỗ trợ phát hiện các giao dịch bất thường, đánh giá rủi ro tín dụng và tối ưu hóa các quy trình kiểm soát rủi ro.
	Cá nhân hóa trải nghiệm khách hàng: Phân tích dữ liệu để cải thiện sản phẩm, dịch vụ và tối ưu hóa chiến lược tiếp cận khách hàng.
	Hợp tác với các phòng ban: Làm việc cùng các bộ phận kinh doanh, Công nghệ, quản lý rủi ro để triển khai các giải pháp dữ liệu.
	Triển khai và giám sát hệ thống AI/ML: Đưa các mô hình vào vận hành, theo dõi hiệu suất và tối ưu hóa hoạt động.
	Cập nhật công nghệ mới: Theo dõi xu hướng công nghệ, nghiên cứu và áp dụng các phương pháp tiên tiến vào công việc."
Senior Data Scientist - Khối Dữ liệu (HO25.261),Ngân Hàng TMCP Quân Đội,Hà Nội,Cạnh tranh,https://careerviet.vn/vi/tim-viec-lam/senior-data-scientist-khoi-du-lieu-ho25-261.35C4B0B1.html,"Mô tả Công việc
        
	Thực hiện các nhiệm vụ định kì của phòng theo lĩnh vực được phân công bao gồm: khai phá dữ liệu, phân tích chuyên sâu, xây dựng và làm giàu kho dữ liệu đặc trưng, phát triển mô hình phục vụ kinh doanh (tiềm năng bán, upsale, cross sale, chống churn ...)
	Thực hiện xây dựng và phát triển các mô hình phục vụ đáp ứng nhu cầu và hỗ trợ ra quyết định kinh doanh trên lĩnh vực được phân công
	Thực hiện công tác điều chỉnh, vận hành, tối ưu hóa các mô hình hiện hữu phục vụ đáp ứng nhu cầu và đạt hiệu quả kinh doanh cao.
	Tham gia và báo cáo lãnh đạo dự án, lãnh đạo khối các dự án về công tác xây dựng mô hình phân tích dữ liệu được phân công"
Senior Data Scientist - Hà Nội - TA139,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Cạnh tranh,https://careerviet.vn/vi/tim-viec-lam/senior-data-scientist-ha-noi-ta139.35C4FB94.html,"Mô tả Công việc
        VPBank hiện là một trong những Ngân hàng có tốc độ tăng trưởng nhanh nhất tại Việt Nam, cung cấp đa dạng các dịch vụ và được nhiều khách hàng tin dùng. VPBank đặc biệt chú ý đến việc nâng cao hiệu quả hoạt động qua việc phân tích các dữ liệu kinh doanh.

Vị trí này đóng vai trò chịu trách nhiệm:


	Chủ động triển khai và phối hợp Trưởng phòng và/hoặc các chuyên gia trong việc phối hợp với các đơn vị kinh doanh, đơn vị hỗ trợ kinh doanh, cùng các trung tâm/phòng ban khác trong nội bộ khối EDA;
	Thực hiện các nhiệm vụ phân tích dữ liệu và phát triển mô hình học máy, học sâu, hoặc GenAI dưới sự định hướng chuyên môn; chịu trách nhiệm chính xây dựng các ứng dụng AI/phân tích dữ liệu, khai thác hệ thống dữ liệu phức tạp nhằm phục vụ nhu cầu phân tích, hiểu hành vi khách hàng và đưa ra các đề xuất khuyến nghị ban đầu
	Đóng vai trò đầu mối kỹ thuật ở cấp nhóm nhỏ, có khả năng hướng dẫn chuyên viên cấp dưới 


1. Chủ động và phối hợp triển khai các giải pháp khoa học dữ liệu và trí tuệ nhân tạo cho các đơn vị trong ngân hàng

- Chủ động đề xuất, thiết kế, chịu trách nhiệm chính triển khai các giải pháp khoa học dữ liệu cùng chuyên gia và phối hợp chặt chẽ với các đơn vị kinh doanh/vận hành để giải quyết các bài toán thực tế có tính ứng dụng cao

- Phân tích chuyên sâu và khám phá dữ liệu lớn, sử dụng các kỹ thuật xác suất thống kê, học máy, học sâu và GenAI để phát hiện các xu hướng, hành vi ẩn và các yếu tố thúc đẩy hành động của khách hàng; từ đó xây dựng insight giá trị và hỗ trợ đề xuất chiến lược kinh doanh, thiết kế sản phẩm hoặc chiến dịch phù hợp.

- Thực hiện hoặc dẫn dắt phát triển các mô hình học máy, học sâu và ứng dụng GenAI nhằm phục vụ các mục tiêu như: dự báo khách hàng rời đi (churn prediction), bán chéo/sản phẩm (cross/up-sell), phân khúc khách hàng (segmentation), dự đoán giá trị vòng đời khách hàng (CLTV), dự đoán hành vi tiếp theo và cá nhân hóa trải nghiệm khách hàng đa kênh

- Tham gia xây dựng và phát triển sản phẩm AI/ML/GenAI theo hướng sản phẩm tái sử dụng, hỗ trợ tự động hóa và tối ưu hóa các quy trình nghiệp vụ của ngân hàng, bao gồm nhưng không giới hạn ở: xử lý hồ sơ tín dụng, phân loại và phân tích văn bản/giọng nói, thẩm định tự động, gợi ý hành động cho RM, hỗ trợ chăm sóc khách hàng, và cải tiến vận hành nội bộ.

2. Nghiên cứu & cập nhật kỹ thuật, công nghệ mới

- Thường xuyên nghiên cứu, cập nhật các xu hướng, kỹ thuật tiên tiến trong lĩnh vực phân tích dữ liệu, học máy, học sâu và/hoặc GenAI theo định hướng từ cấp quản lý hoặc chuyên gia nội bộ.

- Chủ động tìm hiểu và thử nghiệm các công nghệ, framework và mô hình mới để nâng cao hiệu quả triển khai giải pháp dữ liệu và AI tại ngân hàng.

- Tích cực tham gia và chia sẻ tại các diễn đàn chuyên môn, hội thảo nội bộ/ngoại bộ, seminar nhằm mở rộng kiến thức và chia sẻ kinh nghiệm thực tiễn với đội nhóm.

- Tham gia hỗ trợ đào tạo, hướng dẫn cho các thành viên cấp thấp hơn trong nhóm khi được phân công.

3. Thực hiện các công việc khác theo phân công của cấp thẩm quyền"
Senior Data Scientist - Hà Nội - TA139,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Cạnh tranh,https://careerviet.vn/vi/tim-viec-lam/senior-data-scientist-ha-noi-ta139.35C47D3B.html,"Mô tả Công việc
        VPBank hiện là một trong những Ngân hàng có tốc độ tăng trưởng nhanh nhất tại Việt Nam, cung cấp đa dạng các dịch vụ và được nhiều khách hàng tin dùng. VPBank đặc biệt chú ý đến việc nâng cao hiệu quả hoạt động qua việc phân tích các dữ liệu kinh doanh.

Vị trí này đóng vai trò làm việc với các đơn vị kinh doanh hoặc các công ty thành viên trong hệ sinh thái của VPBank và các các Phòng/ Trung tâm khác trong nội bộ Khối Quản trị và Phân tích dữ liệu (EAD) để phân tích các bộ dữ liệu phức tạp, tìm kiếm các hiểu biết sâu sắc về hành vi khách hàng và đưa ra các khuyến nghị tương ứng.

1. Áp dụng các kỹ thuật phân tích nâng cao, tìm ra hành vi khách hàng, giải quyết các vấn đề kinh doanh thực tế:


	Chủ động triển khai và dẫn dắt các dự án phân tích dữ liệu phục vụ hoạt động kinh doanh
	Áp dụng các kỹ thuật phân tích nâng cao, đưa ra các hiểu biết sâu sắc về hành vi của khách hàng, qua đó giúp giải quyết các vấn đề kinh doanh thực tế.
	Tìm kiếm các hiểu biết sâu sắc về hành vi khách hàng bằng các kỹ thuật khai phá dữ liệu khác nhau
	Phát triển mô hình học máy, giúp các đơn vị kinh doanh dự báo các vấn đề kinh doanh khác nhau như dự báo khách hàng ngừng sử dụng dịch vụ, bán chéo sản phẩm cho khách hàng hiện tại
	Tự động hóa quy trình phân tích
	Hướng dẫn, đào tạo các thành viên trong phòng


2. Nghiên cứu và học hỏi các kỹ thuật phân tích nâng cao mới


	Nghiên cứu các phương pháp mới trong lĩnh vực phân tích, khai phá dữ liệu và dự báo


3. Hỗ trợ các Phòng/ Trung tâm khác trong các bài toán phân tích dữ liệu nâng cao


	Làm việc với các phòng/ trung tâm khác trực thuộc EDA cũng như các đơn vị kinh doanh để nắm rõ các vấn đề và thực hiện các phân tích chuyên sâu và dự báo khi cần thiết
	Hỗ trợ đào tạo thành viên khác trong lĩnh vực phân tích dữ liệu"
Mid/ Sr Data Scientist,CÔNG TY CỔ PHẦN HASAKI BEAUTY & CLINIC,Hồ Chí Minh,Cạnh tranh,https://careerviet.vn/vi/tim-viec-lam/mid-sr-data-scientist.35C4EC45.html,"Mô tả Công việc
        Build forecasting models for sales, product trends, and customer behavior;Predict high-potential products for inventory planning and ad optimization;Design A/B tests and deploy recommendation and pricing models into production;Work closely with Product, BI, and CRM to turn models into measurable business value;Ensure ≥75% model accuracy with continuous monitoring and improvement;"
Data Scientist – Card Products & Loyalty,CÔNG TY TNHH GALAXY DIGITAL HOLDINGS,Hồ Chí Minh,Cạnh tranh,https://careerviet.vn/vi/tim-viec-lam/data-scientist-card-products-loyalty.35C49AE0.html,"Mô tả Công việc
        Develop and maintain machine learning models for use cases such as churn prediction, credit scoring, card usage forecasting, cross-sell propensity, and campaign personalization etc.Conduct customer segmentation using clustering, RFM, and other statistical methods.Analyze card transactions, spending patterns, and loyalty behavior to detect trends and risks.Collaborate with Product, Marketing, and CRM teams to design and evaluate A/B tests and targeting strategies.Build data pipelines and monitor model performance post-deployment.Translate complex analytical results into business-friendly insights.Contribute to model governance, data quality, and responsible AI practices."
Chuyên viên Data Scientist,Công ty Cổ phần CANIFA,Hà Nội,15 Tr - 35 Tr VND,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-data-scientist.35C45265.html,"Mô tả Công việc
        1. Phân tích dữ liệu– Phân tích dữ liệu trong lĩnh vực Bán lẻ/Thương mại điện tử2. Xây dựng, thử nghiệm và đánh giá hiệu suất mô hình– Xây dựng, thử nghiệm mô hình trong lĩnh vực bán lẻ, thương mại điện tử– Kiểm tra, đánh giá hiệu suất mô hình và khả năng áp dụng thực tế– Triển khai mô hình vào hoạt động kinh doanh của Công ty3. Thực hiện báo cáo và các công việc khác theo nếu có"
